Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,salary bucket,Total Years
EMP1446,Frank,Williams,40,HR-New York,Active,15-Oct-21,91798,frank.williams@example.com,6191284116,Good,FALSE,60k to 100k,4
EMP1448,Charlie,Davis,25,Admin-Nevada,Active,29-Jun-21,87358,charlie.davis@example.com,5124189388,Poor,FALSE,60k to 100k,5
EMP1455,Charlie,Williams,25,Sales-California,Active,04-Feb-22,99318,charlie.williams@example.com,662668216,Poor,FALSE,60k to 100k,4
EMP1458,Frank,Williams,30,DevOps-Illinois,Active,13-Feb-22,71478,frank.williams@example.com,102724054,Good,TRUE,60k to 100k,4
EMP1461,Heidi,Jones,30,HR-Nevada,Active,02-May-21,74277,heidi.jones@example.com,4384588104,Excellent,TRUE,60k to 100k,5
EMP1463,Eva,Smith,25,DevOps-Texas,Active,01-Mar-22,80675,eva.smith@example.com,8315203770,Excellent,FALSE,60k to 100k,4
EMP1468,Charlie,Jones,32,Finance-New York,Active,26-Jul-20,73177,charlie.jones@example.com,6018648768,Excellent,FALSE,60k to 100k,6
EMP1475,David,Garcia,35,Sales-Texas,Active,20-Mar-24,98753,david.garcia@example.com,2290310286,Excellent,FALSE,60k to 100k,2
EMP1480,Grace,Brown,25,DevOps-Florida,Active,11-Aug-24,93906,grace.brown@example.com,4902504289,Average,TRUE,60k to 100k,2
EMP1481,Eva,Miller,35,DevOps-Texas,Active,05-Mar-22,88945,eva.miller@example.com,1935889535,Good,FALSE,60k to 100k,4
EMP1491,Frank,Jones,25,Sales-New York,Active,29-Sep-21,99670,frank.jones@example.com,6652683414,Average,FALSE,60k to 100k,5
EMP1496,Grace,Williams,25,Admin-Illinois,Active,21-Oct-24,65495,grace.williams@example.com,8986456521,Average,TRUE,60k to 100k,1
EMP1505,David,Smith,35,DevOps-Nevada,Active,06-Nov-23,87424,david.smith@example.com,32963346,Average,TRUE,60k to 100k,2
EMP1510,Bob,Smith,40,Admin-Illinois,Active,11-Nov-24,97649,bob.smith@example.com,1314675360,Good,FALSE,60k to 100k,1
EMP1511,Grace,Johnson,25,Admin-New York,Active,02-Dec-21,78643,grace.johnson@example.com,2751562778,Good,TRUE,60k to 100k,4
EMP1513,Charlie,Miller,35,DevOps-Texas,Active,14-Jul-22,69147,charlie.miller@example.com,5456676639,Excellent,FALSE,60k to 100k,4
EMP1514,Charlie,Johnson,32,Admin-Florida,Active,22-Sep-20,93014,charlie.johnson@example.com,4735047638,Average,TRUE,60k to 100k,6
EMP1515,Grace,Williams,40,Finance-Florida,Active,18-Mar-20,87365,grace.williams@example.com,2831995297,Good,FALSE,60k to 100k,6
EMP1517,David,Miller,35,HR-New York,Active,24-Feb-22,85234,david.miller@example.com,3583286341,Good,TRUE,60k to 100k,4
EMP1529,Alice,Johnson,25,DevOps-Texas,Active,06-Sep-24,90191,alice.johnson@example.com,4520599603,Poor,TRUE,60k to 100k,2
EMP1534,Eva,Williams,25,HR-California,Active,21-Aug-20,78054,eva.williams@example.com,4485959223,Poor,TRUE,60k to 100k,6
EMP1546,Alice,Jones,25,Finance-Florida,Active,15-Feb-23,88437,alice.jones@example.com,8193242686,Excellent,FALSE,60k to 100k,3
EMP1556,Grace,Garcia,40,Sales-Nevada,Active,14-Jul-21,77851,grace.garcia@example.com,2704938619,Average,TRUE,60k to 100k,5
EMP1562,Alice,Davis,25,Admin-California,Active,09-Aug-21,97837,alice.davis@example.com,7595587208,Excellent,FALSE,60k to 100k,5
EMP1566,Eva,Johnson,30,Sales-Florida,Active,21-Jul-23,99324,eva.johnson@example.com,9690515025,Excellent,FALSE,60k to 100k,3
EMP1572,Grace,Smith,25,HR-New York,Active,20-Sep-23,73232,grace.smith@example.com,142576269,Poor,FALSE,60k to 100k,3
EMP1578,Bob,Johnson,30,DevOps-Nevada,Active,06-Nov-24,97978,bob.johnson@example.com,5580996131,Poor,TRUE,60k to 100k,1
EMP1581,Eva,Smith,32,Cloud Tech-Illinois,Active,13-Jun-21,78534,eva.smith@example.com,2681715159,Average,TRUE,60k to 100k,5
EMP1585,Heidi,Davis,30,Sales-New York,Active,09-Mar-24,77369,heidi.davis@example.com,2059438975,Average,FALSE,60k to 100k,2
EMP1592,David,Jones,25,HR-Illinois,Active,31-Jan-21,72245,david.jones@example.com,1546602415,Poor,TRUE,60k to 100k,5
EMP1596,Eva,Jones,40,Sales-Texas,Active,15-Aug-23,92464,eva.jones@example.com,2447951329,Average,TRUE,60k to 100k,3
EMP1602,Charlie,Brown,32,Admin-Florida,Active,01-Jan-21,89645,charlie.brown@example.com,9596604872,Good,TRUE,60k to 100k,5
EMP1603,Charlie,Miller,40,HR-Texas,Active,08-Apr-24,84135,charlie.miller@example.com,6826911632,Poor,TRUE,60k to 100k,2
EMP1607,Bob,Garcia,32,HR-Florida,Active,23-Nov-22,78409,bob.garcia@example.com,4085721695,Excellent,TRUE,60k to 100k,3
EMP1612,Charlie,Brown,30,DevOps-Illinois,Active,29-Dec-24,90059,charlie.brown@example.com,397739731,Poor,FALSE,60k to 100k,1
EMP1615,Grace,Williams,32,Admin-Illinois,Active,30-Jun-23,96175,grace.williams@example.com,9807704604,Average,TRUE,60k to 100k,3
EMP1616,Frank,Smith,40,Sales-Illinois,Active,15-Apr-21,76475,frank.smith@example.com,6876112490,Excellent,TRUE,60k to 100k,5
EMP1620,Grace,Brown,32,Finance-California,Active,29-Nov-23,87087,grace.brown@example.com,359544293,Poor,FALSE,60k to 100k,2
EMP1633,Charlie,Smith,40,Finance-Texas,Active,07-Oct-24,95982,charlie.smith@example.com,9749096172,Average,TRUE,60k to 100k,2
EMP1645,Charlie,Jones,40,HR-California,Active,20-Mar-23,68835,charlie.jones@example.com,3398741131,Good,TRUE,60k to 100k,3
EMP1646,David,Jones,40,DevOps-New York,Active,15-Feb-24,66944,david.jones@example.com,5797067348,Poor,TRUE,60k to 100k,2
EMP1650,Eva,Davis,40,Admin-Illinois,Active,20-Apr-20,86801,eva.davis@example.com,4884021556,Good,FALSE,60k to 100k,6
EMP1652,Heidi,Davis,35,DevOps-Texas,Active,12-Oct-23,64753,heidi.davis@example.com,4902166669,Poor,FALSE,60k to 100k,2
EMP1653,Frank,Jones,35,Sales-California,Active,28-Jan-23,68399,frank.jones@example.com,8085096084,Excellent,FALSE,60k to 100k,3
EMP1656,David,Davis,25,DevOps-California,Active,11-Feb-23,80255,david.davis@example.com,6477251294,Average,FALSE,60k to 100k,3
EMP1657,Charlie,Williams,30,Finance-Texas,Active,13-May-22,84972,charlie.williams@example.com,7860694095,Average,FALSE,60k to 100k,4
EMP1669,Alice,Davis,25,Finance-Illinois,Active,31-Jul-20,68372,alice.davis@example.com,2822700933,Poor,FALSE,60k to 100k,6
EMP1675,Grace,Jones,35,Admin-California,Active,01-Jan-20,86632,grace.jones@example.com,2904774257,Poor,TRUE,60k to 100k,6
EMP1679,Grace,Johnson,40,Admin-California,Active,14-May-22,93773,grace.johnson@example.com,4256529059,Poor,FALSE,60k to 100k,4
EMP1681,Bob,Jones,30,Admin-California,Active,28-Jul-23,81874,bob.jones@example.com,9775396736,Good,TRUE,60k to 100k,3
EMP1694,Alice,Johnson,25,HR-Nevada,Active,07-Dec-23,87545,alice.johnson@example.com,4501848196,Good,FALSE,60k to 100k,2
EMP1703,Frank,Garcia,40,DevOps-California,Active,16-Jul-20,86624,frank.garcia@example.com,9806603919,Good,TRUE,60k to 100k,6
EMP1704,Charlie,Jones,30,Cloud Tech-New York,Active,21-Sep-22,63413,charlie.jones@example.com,5146074554,Good,TRUE,60k to 100k,4
EMP1708,Eva,Garcia,32,Cloud Tech-Nevada,Active,04-Sep-24,71273,eva.garcia@example.com,2634755751,Good,FALSE,60k to 100k,2
EMP1719,David,Brown,30,HR-California,Active,14-Mar-23,77986,david.brown@example.com,9079779611,Average,TRUE,60k to 100k,3
EMP1724,Frank,Smith,32,DevOps-New York,Active,13-Apr-20,97154,frank.smith@example.com,1918623391,Good,TRUE,60k to 100k,6
EMP1725,Heidi,Jones,32,Sales-Illinois,Active,30-Mar-21,80236,heidi.jones@example.com,2071511695,Good,FALSE,60k to 100k,5
EMP1732,Charlie,Smith,40,Cloud Tech-New York,Active,04-Nov-23,76167,charlie.smith@example.com,7282709080,Good,FALSE,60k to 100k,2
EMP1734,Eva,Johnson,25,HR-Nevada,Active,16-Sep-21,81504,eva.johnson@example.com,3929578670,Excellent,FALSE,60k to 100k,5
EMP1742,Heidi,Johnson,40,DevOps-New York,Active,11-Dec-21,97902,heidi.johnson@example.com,688285030,Average,TRUE,60k to 100k,4
EMP1743,Eva,Jones,30,Sales-California,Active,05-Jul-23,68038,eva.jones@example.com,7235137398,Average,FALSE,60k to 100k,3
EMP1752,Eva,Johnson,32,Sales-Illinois,Active,06-May-23,66253,eva.johnson@example.com,1369572789,Excellent,TRUE,60k to 100k,3
EMP1755,Grace,Miller,25,HR-Florida,Active,29-Feb-24,96994,grace.miller@example.com,1323570712,Poor,FALSE,60k to 100k,2
EMP1768,Frank,Brown,32,DevOps-New York,Active,14-Nov-24,60123,frank.brown@example.com,8627036923,Excellent,TRUE,60k to 100k,1
EMP1772,Heidi,Smith,40,Finance-Florida,Active,16-May-23,92007,heidi.smith@example.com,4159597751,Average,TRUE,60k to 100k,3
EMP1773,Eva,Brown,32,DevOps-Illinois,Active,10-Apr-20,62939,eva.brown@example.com,4418222617,Average,FALSE,60k to 100k,6
EMP1775,Bob,Jones,25,Cloud Tech-Florida,Active,26-Nov-20,97046,bob.jones@example.com,7102676719,Good,FALSE,60k to 100k,5
EMP1785,Eva,Smith,32,Sales-California,Active,21-Aug-20,98009,eva.smith@example.com,8102131250,Average,FALSE,60k to 100k,6
EMP1788,Frank,Garcia,40,Finance-Nevada,Active,06-Sep-24,86475,frank.garcia@example.com,1211063300,Poor,TRUE,60k to 100k,2
EMP1789,Frank,Davis,32,Sales-Texas,Active,28-Mar-23,97985,frank.davis@example.com,6583737926,Good,TRUE,60k to 100k,3
EMP1799,Eva,Williams,30,HR-New York,Active,09-Aug-21,69365,eva.williams@example.com,2650622922,Average,TRUE,60k to 100k,5
EMP1802,Eva,Smith,32,Admin-New York,Active,29-Sep-21,92928,eva.smith@example.com,6627051156,Poor,TRUE,60k to 100k,5
EMP1809,Frank,Jones,35,Finance-Florida,Active,13-May-20,83273,frank.jones@example.com,6295187793,Excellent,FALSE,60k to 100k,6
EMP1811,Bob,Williams,35,Sales-Nevada,Active,10-Jun-24,71148,bob.williams@example.com,3055978244,Excellent,TRUE,60k to 100k,2
EMP1814,Frank,Brown,32,DevOps-New York,Active,19-Sep-23,96872,frank.brown@example.com,4324006156,Poor,FALSE,60k to 100k,3
EMP1822,Frank,Miller,25,HR-Texas,Active,03-Jun-22,99156,frank.miller@example.com,6281372142,Poor,TRUE,60k to 100k,4
EMP1840,Frank,Davis,25,Admin-Illinois,Active,11-Sep-24,84716,frank.davis@example.com,6762090143,Good,FALSE,60k to 100k,2
EMP1842,Frank,Smith,25,DevOps-California,Active,17-Apr-20,61732,frank.smith@example.com,9687304518,Average,TRUE,60k to 100k,6
EMP1843,Eva,Davis,40,DevOps-Illinois,Active,16-Feb-22,97846,eva.davis@example.com,5778255881,Good,TRUE,60k to 100k,4
EMP1845,Frank,Jones,32,DevOps-Texas,Active,24-Dec-22,94620,frank.jones@example.com,2786561941,Good,TRUE,60k to 100k,3
EMP1847,Grace,Johnson,40,DevOps-Nevada,Active,12-Feb-24,97032,grace.johnson@example.com,9582923615,Excellent,FALSE,60k to 100k,2
EMP1857,Heidi,Williams,35,Cloud Tech-Texas,Active,24-May-20,89994,heidi.williams@example.com,607174810,Good,TRUE,60k to 100k,6
EMP1863,Bob,Johnson,35,Sales-California,Active,18-Sep-24,82175,bob.johnson@example.com,7730626041,Excellent,FALSE,60k to 100k,2
EMP1866,David,Jones,25,DevOps-Illinois,Active,28-Sep-22,77214,david.jones@example.com,5816704685,Good,FALSE,60k to 100k,4
EMP1867,Eva,Miller,40,Sales-Florida,Active,16-Mar-20,73750,eva.miller@example.com,1114576831,Poor,TRUE,60k to 100k,6
EMP1877,Heidi,Johnson,25,Cloud Tech-Texas,Active,01-Jul-20,99472,heidi.johnson@example.com,8471690617,Average,TRUE,60k to 100k,6
EMP1885,Heidi,Jones,25,Cloud Tech-Nevada,Active,05-Jan-23,62312,heidi.jones@example.com,4339527535,Good,FALSE,60k to 100k,3
